ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"43.134.225.110","elite","AS132203","SG","Aceville Pte.ltd","325","N/A","443","socks5","2798","1","2023-09-30T11:31:05.438Z","90","3675","4091"
"200.152.107.104","elite","AS21571","BR","MLS Wireless S/A","218","MLS Projetos de Informatica","1080","socks5","4607","1","2023-09-30T11:31:05.442Z","98","3980","4041"
"188.40.94.107","elite","AS24940","DE","Hetzner Online GmbH","80","Hetzner","30214","socks4","5091","1","2023-09-30T11:31:01.678Z","100","4051","4052"
"103.120.146.32","elite","AS138042","BD","Runway Broadband","190","Runwaybroadband","5678","socks4","4908","1","2023-09-30T11:31:01.494Z","96","3937","4093"
"89.237.32.193","elite","AS20485","RU","multi-origin SUTTK","104","N/A","51549","socks4","4297","1","2023-09-30T11:31:01.578Z","99","4127","4177"
"37.186.5.16","elite","AS8540","AT","AMA netwoRX GmbH","31","KELAG-Karntner Elektrizitats - Aktiengesellschaft","5678","socks4","4401","1","2023-09-30T11:31:01.577Z","100","4148","4155"
"212.154.251.210","elite","AS50482","KZ","JSC Kazakhtelecom","125","Limited liability company","5678","socks4","4894","1","2023-09-30T11:31:01.575Z","99","4062","4115"
"212.3.105.11","elite","AS57993","UA","FOP Khalik Andrey Volodumurovuch","53","HLink","4145","socks4","4497","1","2023-09-30T11:30:59.947Z","99","4100","4161"
"197.234.13.88","elite","AS36902","SC","Intelvision","183","Intelvision Ltd","4145","socks4","5190","1","2023-09-30T11:30:59.846Z","100","4067","4087"
"41.128.72.62","elite","AS24863","EG","LINKdotNET AS number","69","Link Egypt (Link.NET)","5678","socks4","285","1","2023-09-30T11:30:59.935Z","39","1601","4085"
"62.77.240.27","elite","AS20845","HU","DIGI Tavkozlesi es Szolgaltato Kft","34","Invitech - DIGI","8080","socks4","807","1","2023-09-30T11:30:59.849Z","75","3086","4091"
"128.199.175.145","elite","AS14061","SG","DigitalOcean, LLC","187","DigitalOcean, LLC","443","socks4","4696","1","2023-09-30T11:30:59.934Z","98","3999","4061"
"103.82.8.189","elite","AS136156","BD","FNF Online","184","N/A","4153","socks4","4895","2","2023-09-30T11:30:59.848Z","96","3979","4161"
"188.43.20.173","elite","AS20485","RU","Joint Stock Company TransTeleCom","87","TTK PtP","4153","socks4","4091","1","2023-09-30T11:30:53.036Z","99","4003","4040"
"23.228.98.157","elite","AS46573","US","LayerHost","199","LayerHost","80","socks5","3103","1","2023-09-30T11:30:52.850Z","58","2397","4114"
"180.120.179.118","elite","AS4134","CN","Chinanet","214","Chinanet JS","44844","socks5","2000","1","2023-09-30T11:30:52.848Z","75","3071","4094"
"95.38.75.60","elite","AS41881","IR","Fanava Group","129","Fanava Group","4145","socks4","5399","1","2023-09-30T11:30:52.844Z","91","3737","4097"
"185.94.6.178","elite","AS200848","CZ","ISP Alliance a.s.","32","GRAPE SC","4145","socks4","4905","1","2023-09-30T11:30:52.846Z","99","4098","4120"
"119.15.90.78","elite","AS24492","KH","WiCAM Corporation Ltd","176","WiCAM Corporation, LTD","5678","socks4","4898","1","2023-09-30T11:30:47.533Z","80","3191","3977"
"79.170.253.232","elite","AS20723","CZ","AVONET, s.r.o.","31","CZ.MGI","5678","socks4","5095","1","2023-09-30T11:30:47.442Z","100","4131","4132"
"36.89.135.207","elite","AS7713","ID","PT. Telekomunikasi Indonesia","193","Telekomunikasi Indonesia","5678","socks4","3796","1","2023-09-30T11:30:47.438Z","51","2102","4117"
"197.234.13.56","elite","AS36902","SC","Intelvision","168","Intelvision Ltd","4145","socks4","4685","1","2023-09-30T11:30:47.446Z","100","4081","4093"
"201.236.248.250","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","150","EPM Telecomunicaciones S.A. E.S.P.","5678","socks4","3496","1","2023-09-30T11:30:47.437Z","98","3945","4025"
"172.104.56.209","elite","AS63949","SG","Akamai Technologies","199","Linode","9050","socks5","5090","1","2023-09-30T11:30:47.440Z","99","4126","4151"
"1.1.1.177","elite","AS13335","AU","Cloudflare, Inc","82","APNIC and Cloudflare DNS Resolver project","80","socks4","3798","1","2023-09-30T11:30:43.686Z","100","4046","4046"
"103.214.112.85","elite","AS136052","ID","PT Cloud Hosting Indonesia","298","PT Denbe Anugerah Solusindo","32323","socks5","4498","1","2023-09-30T11:30:43.685Z","48","1885","3951"
"180.183.225.197","elite","AS45629","TH","Triple T Broadband Public Company Limited","282","Triple T Broadband Public Company Limited","4145","socks4","4702","1","2023-09-30T11:30:43.681Z","87","3533","4076"
"88.255.217.49","elite","AS9121","TR","TurkTelekom","79","N/A","10820","socks4","4694","82","2023-09-30T11:30:43.679Z","52","2089","4046"
"128.199.218.40","elite","AS14061","SG","DigitalOcean, LLC","150","DigitalOcean, LLC","29492","socks4","5009","1","2023-09-30T11:30:43.787Z","65","2676","4122"
"181.5.214.192","elite","AS7303","AR","Telecom Argentina S.A.","300","Telecom Personal Bs","1080","socks4","4704","1","2023-09-30T11:30:42.137Z","33","1361","4102"
"185.220.226.128","elite","AS205585","TR","Noyan Abr Arvan Co. ( Private Joint Stock)","85","Noyan Abr Arvan Co. ( Private Joint Stock)","808","socks5","5005","1","2023-09-30T11:30:42.133Z","88","3556","4020"
"64.124.145.1","elite","AS6461","US","Zayo Bandwidth","114","D&P Digital Forensics LLC","1080","socks4","4993","1","2023-09-30T11:30:42.138Z","100","4143","4150"
"27.157.203.89","elite","AS4134","CN","Chinanet","281","Chinanet FJ","53309","socks4","4993","1","2023-09-30T11:30:42.136Z","70","2861","4106"
"113.140.74.26","elite","AS4134","CN","Chinanet","174","Chinanet SN","8000","socks4","3404","1","2023-09-30T11:30:42.050Z","80","3243","4064"
"58.18.43.34","elite","AS4837","CN","CNC Group CHINA169 Neimeng Province Network","295","N/A","10800","socks4","4602","1","2023-09-30T11:30:42.143Z","86","3516","4092"
"5.165.2.223","elite","AS51604","RU","JSC \"ER-Telecom Holding\"","63","CJSC \"ER-Telecom Holding\" Yekaterinburg Branch","3629","socks4","5009","1","2023-09-30T11:30:42.139Z","86","3535","4108"
"27.128.203.134","elite","AS4134","CN","China Telecom","211","Chinanet HE","7300","socks5","4994","1","2023-09-30T11:30:36.640Z","81","3249","4030"
"177.72.112.161","elite","AS262558","BR","Prompt Brasil Solucoes EM TI Ltda","194","Prompt Brasil Solucoes EM TI Ltda","31164","socks4","5094","1","2023-09-30T11:30:36.650Z","99","4124","4146"
"138.68.132.158","elite","AS14061","GB","DigitalOcean, LLC","13","DigitalOcean, LLC","8118","socks5","4700","1","2023-09-30T11:30:36.649Z","100","4018","4018"
"51.15.187.125","elite","AS12876","FR","SCALEWAY","0","ONLINE","5836","socks4","799","1","2023-09-30T11:30:36.647Z","100","4047","4047"
"104.18.254.76","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5189","4","2023-09-30T11:30:31.249Z","100","4099","4100"
"41.193.226.57","elite","AS11845","ZA","Vox Telecom Ltd","195","Vox Telecom","5678","socks4","5019","1","2023-09-30T11:30:31.246Z","62","2557","4116"
"190.111.238.127","elite","AS11014","AR","CPS","187","CPS","49017","socks4","4799","1","2023-09-30T11:30:31.347Z","99","4123","4152"
"43.153.16.230","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","153","Tencent Cloud Computing","443","socks4","4289","1","2023-09-30T11:30:31.242Z","77","3153","4081"
"192.154.244.92","elite","AS64200","US","Vivid-hosting LLC","182","Vivid-hosting LLC","9000","socks4","5301","1","2023-09-30T11:30:31.250Z","100","4139","4146"
"2.137.22.252","elite","AS3352","ES","RIMA (Red IP Multi Acceso)","57","N/A","4153","socks4","5200","1","2023-09-30T11:30:31.245Z","98","4083","4155"
"182.160.116.194","elite","AS24323","BD","Aamra Networks Limited","197","N/A","8090","socks5","403","1","2023-09-30T11:30:25.843Z","98","3903","4001"
"45.112.125.62","elite","AS58369","ID","FIBERNET","200","N/A","4145","socks5","3896","1","2023-09-30T11:30:25.838Z","99","4140","4176"
"110.77.236.235","elite","AS131090","TH","CAT Telecom Public Company Limited","253","CAT BBviaOnnet","4153","socks4","1211","1","2023-09-30T11:30:25.837Z","82","3441","4176"
"103.47.93.202","elite","AS134058","IN","Broban Internet Services Pvt.ltd","142","Broban  PVT Ltd.","1080","socks4","5389","1","2023-09-30T11:30:25.836Z","99","4045","4067"
"91.185.236.24","elite","AS21487","RU","Sakhatelecom","156","N/A","21487","socks4","3400","1","2023-09-30T11:30:25.387Z","96","3939","4123"
"103.229.85.209","elite","AS133443","BD","Ashfakur Rahman Chowdhury","167","N/A","4145","socks4","4995","82","2023-09-30T11:30:25.846Z","99","4026","4078"
"200.81.144.253","elite","AS270934","BR","Silva de Sá Informática LTDA","184","Silva de Sá Informática LTDA","1080","socks4","3611","1","2023-09-30T11:30:25.383Z","100","4171","4182"
"85.15.65.70","elite","AS34896","RU","Vostoktelecom","151","N/A","1080","socks5","5194","1","2023-09-30T11:30:25.844Z","78","3178","4070"
"142.4.8.1","elite","AS46606","US","Unified Layer","132","Unified Layer","14883","socks4","4920","1","2023-09-30T11:30:25.386Z","100","3992","3994"
"111.1.36.166","elite","AS56041","CN","China Mobile communications corporation","294","China Mobile","82","socks5","5298","1","2023-09-30T11:30:25.841Z","83","3394","4080"
"165.227.139.174","elite","AS14061","DE","DigitalOcean, LLC","29","DigitalOcean, LLC","53913","socks5","4691","1","2023-09-30T11:30:20.534Z","100","4084","4091"
"43.132.158.215","elite","AS132203","HK","Shenzhen Tencent Computer Systems Company Limited","245","Tencent Cloud Computing","1080","socks5","4605","1","2023-09-30T11:30:20.440Z","99","4144","4177"
"43.153.176.37","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","289","Tencent Cloud Computing","443","socks4","4710","1","2023-09-30T11:30:20.443Z","79","3240","4103"
"82.137.245.31","elite","AS29256","SY","ISP-TARASSUL","56","N/A","5678","socks4","2707","1","2023-09-30T11:30:20.537Z","99","4033","4085"
"178.79.144.186","elite","AS63949","GB","Linode","9","Linode, LLC","8080","socks5","5006","1","2023-09-30T11:30:20.435Z","100","4071","4071"
"38.127.173.193","elite","AS174","US","Cogent Communications","91","Torlandia Trading SRL","11537","socks4","4904","1","2023-09-30T11:30:15.042Z","100","4052","4057"
"149.202.27.17","elite","AS16276","FR","OVH SAS","6","Vova Kuchkovskiy","16379","socks4","4897","1","2023-09-30T11:30:15.043Z","99","4148","4180"
"197.234.13.47","elite","AS36902","SC","Intelvision","193","Intelvision Ltd","4145","socks4","5084","1","2023-09-30T11:30:14.933Z","100","4063","4078"
"197.234.13.75","elite","AS36902","SC","Intelvision","190","Intelvision Ltd","4145","socks4","5000","82","2023-09-30T11:30:14.937Z","100","4052","4064"
"113.53.29.228","elite","AS23969","TH","TOT Public Company Limited","167","TOT Public Company Limited","13629","socks4","1303","1","2023-09-30T11:30:14.940Z","100","4020","4032"
"204.10.182.34","elite","AS1819","US","DCM Cable Inc.","101","DCM Cable Inc","39593","socks4","3206","1","2023-09-30T11:30:14.941Z","100","4152","4152"
"183.89.40.224","elite","AS45629","TH","Triple T Broadband Public Company Limited","194","Triple T Broadband Public Company Limited","1080","socks4","4986","1","2023-09-30T11:30:14.847Z","98","3994","4077"
"43.157.17.146","elite","AS132203","DE","Aceville Pte.ltd","86","N/A","443","socks5","2804","2","2023-09-30T11:30:09.639Z","30","1235","4090"
"102.176.180.6","elite","AS328271","KE","Syokinet Solutions Limited","195","Syokinet Solutions","4153","socks4","5204","1","2023-09-30T11:30:09.643Z","98","4067","4168"
"178.236.118.115","elite","AS51151","ES","Comunicaciones Enersol, S.L.","57","COMENERSOL","5678","socks4","3299","1","2023-09-30T11:30:09.740Z","91","3773","4127"
"42.194.203.23","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","283","Tencent cloud computing (Beijing) Co., Ltd.","1080","socks5","4884","1","2023-09-30T11:30:07.476Z","81","3263","4036"
"104.16.143.127","elite","AS137554","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4906","1","2023-09-30T11:30:07.478Z","100","4000","4000"
"198.11.179.15","elite","AS45102","US","Alibaba (US) Technology Co., Ltd.","195","Alibaba.com LLC","8080","socks4","5491","1","2023-09-30T11:30:07.479Z","100","4061","4068"
"45.70.237.139","elite","AS264668","EC","Nedetel S.A.","170","Nedetel S.A","4145","socks4","2692","1","2023-09-30T11:30:07.475Z","100","4116","4132"
"47.98.151.6","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","233","Aliyun Computing Co., LTD","16144","socks5","4011","1","2023-09-30T11:30:07.479Z","84","3456","4100"
"81.68.156.53","elite","AS45090","CN","EuroNet Internet","189","Euronet Communications B.V.","2080","socks5","1295","1","2023-09-30T11:30:07.477Z","83","3380","4056"
"104.17.62.87","elite","AS13335","CA","Cloudflare, Inc.","82","Cloudflare, Inc.","80","socks5","5104","1","2023-09-30T11:30:04.335Z","100","4002","4002"
"135.125.30.135","elite","AS16276","FR","OVH SAS","6","OVH","42625","socks5","482","83","2023-09-30T11:30:04.350Z","100","3987","3987"
"103.79.152.204","elite","AS131111","ID","MORATELINDO","164","Moratelindo","5678","socks4","2393","1","2023-09-30T11:30:04.251Z","97","3999","4143"
"172.67.181.234","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5091","1","2023-09-30T11:29:58.836Z","100","4035","4035"
"51.210.240.92","elite","AS16276","FR","OVH SAS","5","OVH","19144","socks5","5403","1","2023-09-30T11:29:58.848Z","100","4099","4107"
"203.30.190.30","elite","AS209242","BZ","Cloudflare London, LLC","14","Umpire Associates LTD","80","socks4","5006","1","2023-09-30T11:29:58.747Z","100","4043","4043"
"43.130.199.69","elite","AS132203","CA","Shenzhen Tencent Computer Systems Company Limited","93","Tencent Cloud Computing","443","socks5","4899","1","2023-09-30T11:29:58.751Z","85","3475","4107"
"149.202.164.5","elite","AS16276","FR","OVH SAS","6","OVH","16276","socks4","4703","1","2023-09-30T11:29:53.444Z","100","4121","4122"
"178.134.79.250","elite","AS35805","GE","JSC \"Silknet\"","80","Silknet - 6","5678","socks4","1501","1","2023-09-30T11:29:53.341Z","100","4073","4087"
"221.132.18.38","elite","AS45899","VN","VNPT","296","Vietnam Posts and Telecommunications Group","80","socks4","4714","1","2023-09-30T11:29:53.342Z","100","4059","4075"
"82.194.133.209","elite","AS8445","AT","SALZBURG-AG","89","Salzburg AG","4153","socks4","5009","1","2023-09-30T11:29:53.446Z","95","3942","4134"
"140.250.153.161","elite","AS4134","CN","Chinanet","295","Chinanet SD","2829","socks5","4794","1","2023-09-30T11:29:49.780Z","27","1098","4139"
"43.134.230.122","elite","AS132203","SG","Aceville Pte.ltd","386","N/A","443","socks4","4695","1","2023-09-30T11:29:49.774Z","88","3638","4133"
"61.7.138.171","elite","AS131090","TH","CAT Telecom Public Company Limited","233","National Telecom Public Company Limited","4145","socks4","3995","2","2023-09-30T11:29:49.778Z","74","3056","4116"
"81.69.243.126","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","300","Tencent Cloud Computing (Beijing) Co., Ltd","1080","socks4","5103","1","2023-09-30T11:29:49.776Z","84","3485","4130"
"14.207.117.32","elite","AS45629","TH","Triple T Broadband Public Company Limited","193","Triple T Broadband Public Company Limited","4153","socks4","4893","1","2023-09-30T11:29:49.777Z","98","4080","4159"
"110.78.186.220","elite","AS131090","TH","CAT-BB","235","N/A","4145","socks4","5107","80","2023-09-30T11:29:49.779Z","70","2787","3999"
"185.2.100.85","elite","AS51167","DE","Contabo GmbH","21","Contabo GmbH","40826","socks4","4889","80","2023-09-30T11:29:49.792Z","100","4055","4057"
"132.148.6.255","elite","AS26496","US","GoDaddy.com, LLC","187","GoDaddy.com, LLC","20859","socks5","4193","1","2023-09-30T11:29:48.143Z","99","4048","4098"
"201.148.125.203","elite","AS61844","BR","Path Telecom S.A.","210","Path Telecom S.A","4145","socks4","2611","1","2023-09-30T11:29:48.038Z","100","4080","4093"
"74.33.175.72","elite","AS5650","US","Frontier Communications Solutions","107","ADSL Frontier Communications Plymouth NY","8080","socks5","5795","1","2023-09-30T11:29:48.037Z","87","3591","4131"
"110.78.149.121","elite","AS131090","TH","CAT-BB","232","N/A","4145","socks4","1902","82","2023-09-30T11:29:48.045Z","74","3071","4145"
"192.241.205.63","elite","AS14061","US","DigitalOcean, LLC","198","Digital Ocean","60092","socks5","5001","1","2023-09-30T11:29:48.040Z","100","3981","3983"
"213.6.227.38","elite","AS12975","PS","Palestine Telecommunications Company","99","Paltel DSL","34081","socks4","1991","1","2023-09-30T11:29:48.047Z","98","3950","4025"
"104.19.79.238","elite","AS13335","CA","Cloudflare, Inc.","90","Cloudflare, Inc.","80","socks4","4802","1","2023-09-30T11:29:48.044Z","100","4024","4025"
"217.12.201.56","elite","AS21100","NL","ITL LLC","15","Green Floid LLC","11337","socks5","5003","77","2023-09-30T11:29:48.144Z","100","4164","4172"
"88.87.72.134","elite","AS39435","RU","CJSC \"ER-Telecom Holding\" Volgograd branch","69","JSC \"ER-Telecom Holding\" Volgograd Branch","39435","socks5","2906","1","2023-09-30T11:29:42.838Z","86","3515","4068"
"58.210.196.42","elite","AS4134","CN","Chinanet","206","Changshu Debang Logistics Co., Ltd.","7302","socks5","5103","1","2023-09-30T11:29:42.737Z","78","3173","4088"
"185.162.230.201","elite","AS209242","GB","Cloudflare London, LLC","12","Softconstruct Limited","80","socks4","5193","1","2023-09-30T11:29:42.738Z","100","4158","4158"
"38.127.179.219","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","46656","socks5","5085","2","2023-09-30T11:29:37.348Z","100","3971","3977"
"144.48.178.62","elite","AS134254","IN","Shah Infinite Solutions Pvt. Ltd.","189","Rute","83","socks4","5103","1","2023-09-30T11:29:37.341Z","99","4094","4152"
"178.44.113.205","elite","AS12389","RU","JSC VolgaTelecom","70","OJSC Volgatelecom in the Kirov region","53281","socks5","1197","1","2023-09-30T11:29:37.442Z","100","4035","4052"
"80.240.20.183","elite","AS20473","DE","The Constant Company, LLC","11","Vultr Holdings LLC Frankfurt","30002","socks4","5100","1","2023-09-30T11:29:37.337Z","100","4062","4066"
"110.34.166.178","elite","AS45652","SG","Krypt Technologies","235","Vpls Sin1","4153","socks4","4790","1","2023-09-30T11:29:37.349Z","98","4060","4127"
"137.184.102.16","elite","AS14061","US","DigitalOcean, LLC","85","DigitalOcean, LLC","18240","socks5","4989","1","2023-09-30T11:29:32.484Z","83","3402","4115"
"115.159.65.66","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","204","Tencent cloud computing (Beijing) Co., Ltd.","7302","socks5","5002","1","2023-09-30T11:29:32.483Z","84","3387","4018"
"118.174.152.156","elite","AS23969","TH","TOT Public Company Limited","151","TOT Public Company Limited","8080","socks4","5089","1","2023-09-30T11:29:32.483Z","60","2418","4053"
"103.221.228.50","elite","AS63747","VN","BUUDIENCP16","289","N/A","5678","socks4","4301","1","2023-09-30T11:29:32.481Z","99","4025","4056"
"185.238.228.202","elite","AS209242","GB","Cloudflare London, LLC","14","Invermae Solutions SL","80","socks4","2602","1","2023-09-30T11:29:30.244Z","100","4094","4094"
"173.212.206.86","elite","AS51167","DE","Contabo GmbH","19","Contabo GmbH","55405","socks5","5100","1","2023-09-30T11:29:30.436Z","100","3988","3993"
"46.209.22.250","elite","AS42337","IR","Respina","95","N/A","3629","socks4","4108","1","2023-09-30T11:29:24.748Z","99","3945","3997"
"104.16.226.6","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5011","1","2023-09-30T11:29:24.734Z","100","4144","4145"
"185.202.7.160","elite","AS42871","AT","Michael Gamsjaeger Network","44","N/A","4153","socks4","4904","1","2023-09-30T11:29:24.747Z","67","2687","4026"
"43.132.128.186","elite","AS132203","HK","Shenzhen Tencent Computer Systems Company Limited","295","Tencent Cloud Computing","24067","socks5","3314","2","2023-09-30T11:29:24.735Z","99","3973","4009"
"38.127.179.10","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","11537","socks5","4099","1","2023-09-30T11:29:24.746Z","100","4099","4109"
"104.238.205.68","elite","AS23470","US","ReliableSite.Net LLC","102","ReliableSite.Net LLC","4003","socks4","4901","1","2023-09-30T11:29:24.643Z","66","2740","4173"
"54.38.195.161","elite","AS16276","PL","OVH SAS","85","OVH Sp. z o. o","63851","socks5","4701","1","2023-09-30T11:29:24.749Z","100","4111","4114"
"159.223.117.140","elite","AS14061","US","DigitalOcean, LLC","86","DigitalOcean, LLC","24006","socks5","5000","1","2023-09-30T11:29:24.736Z","80","3268","4077"
"103.137.108.86","elite","AS138023","BD","Creation Online","202","Creation Online","5678","socks5","1411","1","2023-09-30T11:29:24.644Z","87","3597","4133"
"51.83.135.35","elite","AS16276","PL","OVH SAS","26","OVH Sp. z o. o","2846","socks4","5011","1","2023-09-30T11:29:19.446Z","89","3597","4052"
"124.158.186.34","elite","AS55685","ID","PT Jala Lintas Media","197","N/A","5678","socks4","4207","1","2023-09-30T11:29:19.438Z","93","3874","4170"
"80.210.56.169","elite","AS58224","IR","TIC","100","Telecommunication Company of Tehran","4153","socks4","487","1","2023-09-30T11:29:19.541Z","91","3732","4097"
"103.101.228.254","elite","AS17451","ID","Biznet Networks","181","PT Biznet Multi Media","5678","socks4","1712","1","2023-09-30T11:29:19.448Z","82","3359","4083"
"118.67.170.121","elite","AS4766","KR","Netropy CO.","284","NURILINK","4153","socks4","5089","82","2023-09-30T11:29:19.442Z","99","4143","4167"
"61.7.138.52","elite","AS131090","TH","CAT Telecom Public Company Limited","233","National Telecom Public Company Limited","5678","socks4","413","1","2023-09-30T11:29:19.439Z","78","3255","4160"
"91.90.114.237","elite","AS49787","PL","STRONG-PC","99","STRONG-PC Tomasz Piekarski","1080","socks5","5089","1","2023-09-30T11:29:15.488Z","88","3668","4186"
"89.33.8.118","elite","AS9009","RO","M247 Europe SRL","80","M247 Europe SRL","11221","socks5","5107","1","2023-09-30T11:29:15.474Z","96","4000","4172"
"107.173.185.72","elite","AS36352","US","ColoCrossing","89","ColoCrossing","80","socks5","4610","1","2023-09-30T11:29:15.475Z","100","4128","4138"
"101.51.104.72","elite","AS23969","TH","TOT Public Company Limited","195","TOT Public Company Limited","4145","socks4","4805","1","2023-09-30T11:29:15.477Z","61","2533","4145"
"117.54.12.7","elite","AS9340","ID","PT IndoInternet","167","N/A","5678","socks4","5003","4","2023-09-30T11:29:15.394Z","100","4131","4148"
"51.254.32.143","elite","AS16276","FR","OVH SAS","81","OVH","80","socks5","4912","1","2023-09-30T11:29:15.476Z","100","4015","4015"
"183.88.192.215","elite","AS45629","TH","Triple T Broadband Public Company Limited","199","Triple T Broadband Public Company Limited","8080","socks4","4999","1","2023-09-30T11:29:15.391Z","100","4082","4100"
"68.183.7.47","elite","AS14061","NL","DigitalOcean, LLC","12","DigitalOcean, LLC","7497","socks5","4805","1","2023-09-30T11:29:15.489Z","100","4067","4070"
"116.212.142.231","elite","AS38235","KH","Angkor Data Communication","291","Mekongnet","33427","socks5","1205","80","2023-09-30T11:29:15.393Z","96","3991","4140"
"89.34.198.253","elite","AS8926","MD","JSC MOLDTELECOM SA","50","JSC Moldtelecom S.A.","5678","socks4","4898","1","2023-09-30T11:29:14.049Z","61","2485","4068"
"88.198.219.62","elite","AS24940","DE","Hetzner Online GmbH","22","Hetzner","80","socks4","5097","1","2023-09-30T11:29:14.133Z","100","4090","4096"
"113.161.175.177","elite","AS45899","VN","VietNam Post and Telecom Corporation","197","Vietnam Posts and Telecommunications Group","5678","socks4","5005","1","2023-09-30T11:29:14.135Z","90","3713","4104"
"110.78.141.80","elite","AS131090","TH","CAT-BB","298","N/A","4145","socks4","4504","1","2023-09-30T11:29:14.047Z","74","3019","4070"
"95.182.123.66","elite","AS202984","RU","Chernyshov Aleksandr Aleksandrovich","50","Ildar Gilmutdinov PE","62134","socks5","4616","1","2023-09-30T11:29:14.048Z","98","3895","3981"
"83.234.147.166","elite","AS20485","RU","TRANS-TELECOM","48","LLC Internet Service Russia","6363","socks4","5095","1","2023-09-30T11:29:14.045Z","96","3898","4052"
"184.82.142.18","elite","AS133481","TH","AIS-Fibre","191","N/A","4145","socks4","4616","1","2023-09-30T11:29:08.639Z","94","3904","4143"
"138.97.2.198","elite","AS262346","BR","FP Telecomunicacoes Ltda","206","FP Telecomunicacoes Ltda","4145","socks4","4992","1","2023-09-30T11:29:08.638Z","78","3133","4027"
"177.125.205.38","elite","AS262346","BR","FP Telecomunicacoes Ltda","201","FP Telecomunicacoes Ltda","4145","socks4","4799","1","2023-09-30T11:29:08.643Z","75","3079","4094"
"103.59.203.197","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","128","NET 4 U Services PVT LTD","4145","socks4","1118","1","2023-09-30T11:29:03.148Z","99","4150","4185"
"186.251.255.21","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","217","Seanet Telecom Carazinho Eireli","31337","socks4","4889","1","2023-09-30T11:29:03.146Z","100","4083","4101"
"20.247.104.85","elite","AS8075","HK","Microsoft Corporation","193","Microsoft Azure Cloud (eastasia)","49999","socks4","3003","1","2023-09-30T11:29:03.147Z","100","4120","4122"
"47.243.168.116","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","292","Alibaba.com LLC","25812","socks5","5098","1","2023-09-30T11:29:03.150Z","78","3151","4039"
"83.220.176.230","elite","AS34456","RU","Rial Com JSC","50","JSC clients network","4145","socks4","5084","1","2023-09-30T11:29:03.233Z","36","1488","4154"
"75.119.150.125","elite","AS51167","DE","Contabo GmbH","78","Contabo","13096","socks5","4905","1","2023-09-30T11:29:03.250Z","98","3953","4031"
"134.236.115.147","elite","AS131090","TH","CAT-BB","293","N/A","4145","socks4","5000","1","2023-09-30T11:29:03.149Z","44","1748","3999"
"211.174.96.81","elite","AS4766","KR","Korea Telecom","253","Netropy","4153","socks4","5207","1","2023-09-30T11:28:57.741Z","100","4113","4122"
"195.201.147.185","elite","AS24940","DE","Hetzner Online GmbH","15","Hetzner","1080","socks4","5013","5","2023-09-30T11:28:57.576Z","100","4108","4127"
"45.249.101.4","elite","AS135411","BD","Red Grapes Pte Ltd","174","N/A","56457","socks4","5006","1","2023-09-30T11:28:57.742Z","100","4149","4164"
"138.117.179.54","elite","AS28186","BR","ITS TELECOMUNICACOES LTDA","188","ITS TELECOMUNICACOES LTDA","5678","socks4","4102","1","2023-09-30T11:28:57.574Z","100","4057","4077"
"139.159.138.30","elite","AS55990","CN","Huawei Cloud Service data center","217","Huawei Cloud Service","7890","socks5","4405","1","2023-09-30T11:28:57.577Z","80","3306","4110"
"139.162.182.54","elite","AS63949","DE","Akamai Technologies, Inc.","11","Linode, LLC","11127","socks5","4493","1","2023-09-30T11:28:57.839Z","97","3934","4039"
"177.184.72.22","elite","AS52898","BR","Multipla Serviços Inteligentes","206","Multipla Serviços Inteligentes","4145","socks4","4905","1","2023-09-30T11:28:57.737Z","99","4084","4111"
"8.134.50.79","elite","AS37963","CN","Hangzhou Alibaba Advertising Co., Ltd.","223","Aliyun Computing Co.","10705","socks4","1601","1","2023-09-30T11:28:57.745Z","46","1909","4121"
"222.129.37.92","elite","AS4808","CN","China Unicom Beijing Province Network","286","N/A","57114","socks4","2801","1","2023-09-30T11:28:57.746Z","79","3228","4108"
"45.8.104.168","elite","AS209242","DE","Cloudflare London, LLC","12","Araxio Development N.V","80","socks4","4997","1","2023-09-30T11:28:57.582Z","100","4103","4103"
"168.205.218.61","elite","AS264869","BR","SPEED MAX TELECOMUNICAÇÕES LTDA ME","289","SPEED MAX TELECOMUNICAÇÕES LTDA ME","4145","socks4","4908","2","2023-09-30T11:28:52.250Z","84","3375","4011"
